DT,VPH,TPH,CPU,MEM,IO
3/22/2014 13:00,162161,53180,24.5,58.7,8.9
3/22/2014 14:00,127894,42399,22.5,50,16.3
3/22/2014 15:00,88853,32454,21.2,52.4,12.1
3/22/2014 16:00,97928,32145,24.8,48.1,16.6
3/22/2014 17:00,131168,42445,29.4,52.1,14.1
3/22/2014 18:00,73531,24251,22.6,49.6,12.9
3/22/2014 19:00,125946,42616,27.4,51.8,14.1
3/22/2014 20:00,109072,35939,30.1,47.5,11.8
3/22/2014 21:00,28341,8738,15.9,37.6,15.8
3/22/2014 22:00,62956,20552,24.3,47.5,14.4
3/22/2014 23:00,54027,17468,21.2,42.7,12.7
3/23/2014 0:00,43142,14401,21,45.8,13.6
3/23/2014 1:00,23175,7868,17.8,38.8,13.3
3/23/2014 2:00,5930,2055,17.2,46.2,16.3
3/23/2014 3:00,1313,416,18.3,37.8,14.4
3/23/2014 4:00,2891,970,16.1,45.3,14.8
3/23/2014 5:00,7772,2775,16.5,39.3,13
3/23/2014 6:00,23144,7423,23.4,51.6,11.5
3/23/2014 7:00,41197,14293,17.3,41.8,15.1
3/23/2014 8:00,104961,31915,22.9,46.9,14.6
3/23/2014 9:00,109723,35771,22.2,49.2,15.2
3/23/2014 10:00,136389,44795,25.2,50.6,15.6
3/23/2014 11:00,250917,83474,35.9,63.1,14.3
3/23/2014 12:00,261207,89491,38.3,67.1,16.8
3/23/2014 13:00,236674,81623,37.2,66.2,16.4
3/23/2014 14:00,205664,68963,31.3,58,16.8
3/23/2014 15:00,242775,76667,34.4,67.7,15.4
3/23/2014 16:00,198106,59192,27.6,59.1,14.2
3/23/2014 17:00,194722,66834,34.9,62.2,12
3/23/2014 18:00,233347,78584,35.7,61,14.2
3/23/2014 19:00,235771,72436,31.2,64.9,14.4
3/23/2014 20:00,204945,69952,31.4,56.4,15.1
3/23/2014 21:00,167434,59136,27.1,60.8,12.5
3/23/2014 22:00,116231,40166,26,51.9,11.9
3/23/2014 23:00,76384,25373,20.6,49,12.9
3/24/2014 0:00,49696,15727,21.2,45.7,17
3/24/2014 1:00,22828,7287,16.9,36.6,13.1
3/24/2014 2:00,4263,1318,16.9,47.4,12.4
3/24/2014 3:00,624,190,15.7,37.1,13.5
3/24/2014 4:00,5350,1757,12.6,46,14
3/24/2014 5:00,14825,5185,13.8,42.5,15.6
3/24/2014 6:00,24820,8635,15,44.8,17.3
3/24/2014 7:00,52594,17016,16.4,47.7,11.5
3/24/2014 8:00,116662,36281,22.2,53.4,17.9
3/24/2014 9:00,118284,37868,25,55.2,13.5
3/24/2014 10:00,157944,47735,25,51.2,15.5
3/24/2014 11:00,199962,67877,30.2,59.2,14.2
3/24/2014 12:00,201395,72061,32.7,60.9,15.8
3/24/2014 13:00,173636,57441,28.6,54,17.5
3/24/2014 14:00,152869,54116,31.9,59,12.6
3/24/2014 15:00,180686,57062,24.5,63.8,10.7
3/24/2014 16:00,167166,55378,30.3,55.1,11.3
3/24/2014 17:00,154871,51978,26.9,55.4,17.4
3/24/2014 18:00,130472,44057,28.7,53.7,15.5
3/24/2014 19:00,147553,51791,24.6,53.9,13.6
3/24/2014 20:00,202077,67777,32.8,61.8,15.8
3/24/2014 21:00,157006,48018,25.1,54.6,14.3
3/24/2014 22:00,141289,48110,25,60.1,14.6
3/24/2014 23:00,74385,25731,18.6,54.4,12.2
3/25/2014 0:00,46940,15585,17.4,43.4,13.1
3/25/2014 1:00,22587,8012,19,41.2,12.3
3/25/2014 2:00,5034,1734,12.5,38.4,15.2
3/25/2014 3:00,1030,373,16.5,40.6,14.6
3/25/2014 4:00,3046,1046,16.2,36.9,12.7
3/25/2014 5:00,18944,6942,22.3,43.4,15.2
3/25/2014 6:00,50769,16641,14.9,40.6,14.7
3/25/2014 7:00,38237,12030,16.3,45.5,15.5
3/25/2014 8:00,54008,18664,18,51.4,14.5
3/25/2014 9:00,118197,44174,26.5,55.5,14.6
3/25/2014 10:00,148119,51180,28.3,56.2,13.5
3/25/2014 11:00,178449,59613,29.4,58.1,14
3/25/2014 12:00,166692,57180,26.5,53.7,14.7
3/25/2014 13:00,191104,62616,33.9,60.2,12.6
3/25/2014 14:00,165896,59073,28,56,12.4
3/25/2014 15:00,179328,60335,27.9,57.1,13.2
3/25/2014 16:00,144272,50090,24.1,55.5,14.8
3/25/2014 17:00,197357,61771,27.5,50.2,12.9
3/25/2014 18:00,148680,48549,24.9,54.4,11.4
3/25/2014 19:00,141751,52182,29.8,53.4,16.2
3/25/2014 20:00,137394,46208,25.3,56.6,13.6
3/25/2014 21:00,125575,41843,25.8,57.1,11
3/25/2014 22:00,147875,46648,25.3,53.3,13.1
3/25/2014 23:00,85733,27802,22.7,47.9,15.4
3/26/2014 0:00,41469,13828,16.4,40.7,10.9
3/26/2014 1:00,23705,8355,21.3,46.8,12.6
3/26/2014 2:00,4401,1534,12.5,36,14.9
3/26/2014 3:00,577,174,16,41.3,10.8
3/26/2014 4:00,5200,1688,20.3,44,13.7
3/26/2014 5:00,16964,5693,14.7,38.7,15.6
3/26/2014 6:00,44739,14307,13.1,45.9,13.1
3/26/2014 7:00,60543,18677,20,43.8,14
3/26/2014 8:00,74643,27894,21.4,43,14.2
3/26/2014 9:00,132851,44409,30.5,52.7,14.8
3/26/2014 10:00,185979,61707,32.6,56.4,14.7
3/26/2014 11:00,201912,71935,36.9,65.8,14.1
3/26/2014 12:00,186880,60935,29.5,61.4,14.4
3/26/2014 13:00,148436,58103,30.7,56.2,14.9
3/26/2014 14:00,129968,41671,22.4,48.5,12.4
3/26/2014 15:00,132432,45208,20.1,51.4,10
3/26/2014 16:00,152016,47829,24.2,59.9,13.2
3/26/2014 17:00,164373,52763,29.6,54.1,14.2
3/26/2014 18:00,148115,50259,31.2,55.6,15.1
3/26/2014 19:00,142958,46852,25.2,51.1,13.7
3/26/2014 20:00,161667,53749,29.5,55.8,15.4
3/26/2014 21:00,193725,69898,26.2,58.5,18.5
3/26/2014 22:00,143337,45385,24,54.5,12.7
3/26/2014 23:00,76507,23933,22,54.8,12.1
3/27/2014 0:00,48846,15987,19,42.1,13.4
3/27/2014 1:00,27202,8470,18.6,38.5,16.4
3/27/2014 2:00,3998,1223,10.4,43.3,19.4
3/27/2014 3:00,859,285,14.5,39.9,15.3
3/27/2014 4:00,4522,1390,18,45.1,16
3/27/2014 5:00,11512,4086,13.5,39.6,10.8
3/27/2014 6:00,38907,12870,15.6,39.7,14.1
3/27/2014 7:00,50807,16029,20.1,44.5,14.6
3/27/2014 8:00,87440,28169,29,49.2,13.6
3/27/2014 9:00,123687,38742,22.6,50.7,17.6
3/27/2014 10:00,162195,48786,29.8,54.2,16.5
3/27/2014 11:00,185781,55794,28.8,58,11.5
3/27/2014 12:00,195046,64022,30.6,58.8,15
3/27/2014 13:00,208798,71516,32.6,59.5,13.5
3/27/2014 14:00,181863,55929,29.3,62.5,14.1
3/27/2014 15:00,130997,43535,23,46.3,14.2
3/27/2014 16:00,201218,65487,37.4,63.5,12.3
3/27/2014 17:00,197710,64259,34.8,58.1,11.4
3/27/2014 18:00,144279,48557,31,56,14.4
3/27/2014 19:00,174478,55820,26.2,58.4,13.6
3/27/2014 20:00,150583,50946,23,57,12.6
3/27/2014 21:00,167075,55642,30.6,55,8.8
3/27/2014 22:00,163007,54772,31.1,54,14
3/27/2014 23:00,93728,29497,17.1,52.9,13.8
3/28/2014 0:00,46846,15507,18.7,44.3,13.5
3/28/2014 1:00,23741,7499,20,43.7,11.3
3/28/2014 2:00,4271,1510,10.2,40.6,12.4
3/28/2014 3:00,650,228,15.9,43.6,12.9
3/28/2014 4:00,4906,1645,19.3,40.4,17.2
3/28/2014 5:00,9029,3452,19.4,40.5,16.3
3/28/2014 6:00,12949,4417,13.9,38.2,14.4
3/28/2014 7:00,53310,18653,17.9,44.4,11.4
3/28/2014 8:00,73186,24308,23.5,49.4,17.8
3/28/2014 9:00,105907,36684,21.8,46.2,16.4
3/28/2014 10:00,167713,55245,30.2,60.2,13.7
3/28/2014 11:00,206186,70031,32.2,59,14
3/28/2014 12:00,156665,54748,22.1,59.6,14
3/28/2014 13:00,206711,65775,32.6,63.4,16.3
3/28/2014 14:00,150768,44326,21,53.5,11.1
3/28/2014 15:00,98758,34391,19.2,49.3,18.5
3/28/2014 16:00,133192,37721,20,54.3,13
3/28/2014 17:00,157490,49216,27.1,52.4,11.2
3/28/2014 18:00,152517,50378,30.4,52.4,13.9
3/28/2014 19:00,77674,29297,24.9,48.6,10
3/28/2014 20:00,119611,42733,22.9,55.3,11.6
3/28/2014 21:00,171454,54377,29.9,49.7,12.2
3/28/2014 22:00,145994,45483,31.7,52.6,16
3/28/2014 23:00,77465,26088,21.4,49.3,14.1
3/29/2014 0:00,51535,17554,22.7,40.1,17.2
3/29/2014 1:00,26122,8366,16.8,40.3,15.6
3/29/2014 2:00,4045,1409,15.8,45.4,13.5
3/29/2014 3:00,617,258,14.3,41.7,16.4
3/29/2014 4:00,4290,1346,17.1,45.2,12.8
3/29/2014 5:00,13891,4514,21.4,39.1,12.2
3/29/2014 6:00,16058,5942,16.4,39.9,15.1
3/29/2014 7:00,60669,20529,20.8,47.5,15.7
3/29/2014 8:00,76996,23497,22.4,50.1,17.2
3/29/2014 9:00,148832,43951,26,55.6,15.3
3/29/2014 10:00,164210,58063,30.7,59.4,12.5
3/29/2014 11:00,133193,44769,26.5,55.4,15.5
3/29/2014 12:00,162910,59592,25.4,63.2,16.1
3/29/2014 13:00,175495,51686,26.6,59.8,15.5
3/29/2014 14:00,137124,44664,25.1,50.6,15.5
3/29/2014 15:00,139124,42327,20,54,16.2
3/29/2014 16:00,104842,35675,22.4,52.2,14.1
3/29/2014 17:00,88796,28198,28.2,49.3,15.6
3/29/2014 18:00,86736,31504,21.6,47.9,16.8
3/29/2014 19:00,102226,32503,24.2,49.9,13.9
3/29/2014 20:00,95550,32845,22.7,51.6,11.6
3/29/2014 21:00,78399,25800,19.5,48.6,16.2
3/29/2014 22:00,79505,26902,31.9,46.4,13.1
3/29/2014 23:00,57697,20720,19.1,52.3,18.2
3/30/2014 0:00,42588,16401,18.8,43.3,11.7
3/30/2014 1:00,24840,8265,12,41.8,14
3/30/2014 2:00,5336,1955,15.5,40.4,14.2
3/30/2014 3:00,1228,424,16.9,35.7,11.8
3/30/2014 4:00,350,109,17.9,33.5,15.9
3/30/2014 5:00,9685,3130,14.9,39.5,13.5
3/30/2014 6:00,13728,4688,16.3,42.6,14.4
3/30/2014 7:00,44592,15810,22,46.6,16.1
3/30/2014 8:00,58926,19446,19.2,43.8,11.5
3/30/2014 9:00,72431,26884,21.5,49,16.3
3/30/2014 10:00,111784,38953,24.6,46.5,15.4
3/30/2014 11:00,118957,38727,30,51.7,11.2
3/30/2014 12:00,140788,51823,26.6,51.6,15
3/30/2014 13:00,160515,48356,23.9,52.7,13.2
3/30/2014 14:00,104203,34054,25.2,49.7,13.5
3/30/2014 15:00,197201,59800,32.9,59,14.7
3/30/2014 16:00,150372,49667,23.1,54.6,12
3/30/2014 17:00,174297,52107,29.9,55.5,11.9
3/30/2014 18:00,148909,54566,30.8,57.3,12.9
3/30/2014 19:00,146983,48324,25.9,51.6,12.2
3/30/2014 20:00,181964,57314,26.1,60.1,10.6
3/30/2014 21:00,102093,35482,27.8,49.6,13
3/30/2014 22:00,86814,30078,25.8,47.2,14
3/30/2014 23:00,73990,24485,21.3,47.5,14.3
3/31/2014 0:00,55369,19162,18.7,47.4,13.3
3/31/2014 1:00,24313,7991,15,40.7,15
3/31/2014 2:00,3912,1329,13.8,43.1,13.7
3/31/2014 3:00,1003,334,15.1,40.2,14.1
3/31/2014 4:00,3059,1089,12.3,43.3,16.9
3/31/2014 5:00,18859,6491,18.3,40.5,13.1
3/31/2014 6:00,33658,10909,17.9,45.5,14.6
3/31/2014 7:00,81350,26223,28.8,51.2,11.1
3/31/2014 8:00,96191,35407,24.2,54,11.6
3/31/2014 9:00,118068,35311,19.9,54.8,15.3
3/31/2014 10:00,204762,69940,35.2,65.3,16.3
3/31/2014 11:00,172525,61971,28.6,55.5,14.6
3/31/2014 12:00,225296,78132,35.7,65,14.8
3/31/2014 13:00,239945,75420,36.3,59.7,15.4
3/31/2014 14:00,201108,74863,33.3,65.5,13.5
3/31/2014 15:00,180448,61030,40.4,53.3,13.8
3/31/2014 16:00,179943,62901,33.8,62.1,13.9
3/31/2014 17:00,167868,63455,36.6,56.7,12.8
3/31/2014 18:00,213407,75447,34.3,64.7,16.7
3/31/2014 19:00,159756,54903,25.6,58.6,15
3/31/2014 20:00,187896,59262,27.7,58.6,12.7
3/31/2014 21:00,198674,67796,30.9,56.1,13
3/31/2014 22:00,180856,54410,20.5,59.3,16
3/31/2014 23:00,81880,30643,27.6,44.4,15.8
4/1/2014 0:00,49469,17048,18.3,45.2,14.9
4/1/2014 1:00,26525,8388,17.1,42.9,14.6
4/1/2014 2:00,3537,1158,14.9,41.1,15.9
4/1/2014 3:00,692,254,15,37.6,13.4
4/1/2014 4:00,5362,1830,17.8,38.9,16.2
4/1/2014 5:00,14419,5045,20.1,40.9,14.4
4/1/2014 6:00,30554,11263,14.6,40.5,15.6
4/1/2014 7:00,72903,25129,14,39.7,14.2
4/1/2014 8:00,45646,14435,20.1,46.1,13.5
4/1/2014 9:00,150113,52153,26.6,55.3,16.7
4/1/2014 10:00,139682,51161,32,54.2,12.5
4/1/2014 11:00,194650,60362,31.2,54.4,15.9
4/1/2014 12:00,212669,67681,30.5,59.9,11.4
4/1/2014 13:00,170601,62857,30.4,60.9,12.8
4/1/2014 14:00,164378,56979,30.9,58.3,11.8
4/1/2014 15:00,185515,61104,30.2,55.7,13
4/1/2014 16:00,167377,58556,29.5,58,14.1
4/1/2014 17:00,136153,44493,24.5,58.1,12
4/1/2014 18:00,148186,52606,31,58.8,15.6
4/1/2014 19:00,164349,57761,29.1,57.7,14.7
4/1/2014 20:00,197404,58520,34.1,56.4,15.1
4/1/2014 21:00,168744,53447,32,62.9,13.1
4/1/2014 22:00,137074,49308,29.6,54.4,10.4
4/1/2014 23:00,94551,31593,18.4,48.6,13
4/2/2014 0:00,50958,15407,23.7,44,13.1
4/2/2014 1:00,26137,8856,20.8,39.7,16.6
4/2/2014 2:00,5192,1738,17.7,44.3,18.2
4/2/2014 3:00,1088,369,15.9,41.5,11.5
4/2/2014 4:00,3757,1377,18.4,42.5,10
4/2/2014 5:00,16681,5912,19.7,38.6,15.9
4/2/2014 6:00,54706,18646,19.2,41.4,13
4/2/2014 7:00,72200,24192,21.3,45.8,14.8
4/2/2014 8:00,99080,33968,28.3,58.7,14.3
4/2/2014 9:00,188024,55799,34.4,56.9,12.6
4/2/2014 10:00,136531,43514,23.9,50.7,20.6
4/2/2014 11:00,193067,66735,34.6,56.6,14.5
4/2/2014 12:00,188625,60941,31,59.9,9.5
4/2/2014 13:00,158608,54893,33.1,57.6,13.8
4/2/2014 14:00,149647,56544,27.4,59.9,12
4/2/2014 15:00,196721,62258,34.4,59.2,8.9
4/2/2014 16:00,132647,44169,24.7,54.9,16.2
4/2/2014 17:00,151515,47793,27.8,52.4,10.9
4/2/2014 18:00,144344,46784,25.8,55.8,11.5
4/2/2014 19:00,159084,56143,30.3,64,10.4
4/2/2014 20:00,174554,58062,27.9,58.8,13.6
4/2/2014 21:00,184460,58556,31.2,57.4,11.8
4/2/2014 22:00,156740,48558,25.3,53.4,16
4/2/2014 23:00,67804,28432,20.6,48.9,14.3
4/3/2014 0:00,49723,15481,20.6,41.3,9.6
4/3/2014 1:00,22518,7983,13.2,46,12.6
4/3/2014 2:00,5207,1950,15.8,45.3,16
4/3/2014 3:00,836,324,16.4,37.5,16.4
4/3/2014 4:00,3103,1058,14,44.8,14.3
4/3/2014 5:00,15220,5083,15.4,44.6,12.6
4/3/2014 6:00,33526,9868,17.8,44.9,14
4/3/2014 7:00,55688,19110,25.1,45.9,18.2
4/3/2014 8:00,113164,35510,23.2,50.3,13.4
4/3/2014 9:00,142714,48120,24.5,53.8,15
4/3/2014 10:00,177415,62745,32.1,59.2,12.7
4/3/2014 11:00,198948,65281,33.9,62,15.4
4/3/2014 12:00,262185,78655,32.9,57.6,14.9
4/3/2014 13:00,166804,52365,26.9,49.6,16.3
4/3/2014 14:00,179860,57896,29.4,56.2,15.5
4/3/2014 15:00,145485,51232,27.9,58.3,14.1
4/3/2014 16:00,148030,55357,33.4,61.2,15.7
4/3/2014 17:00,183109,60735,30.8,57.8,15
4/3/2014 18:00,149410,46067,23.7,51.9,14.8
4/3/2014 19:00,156672,55074,26.4,57.6,16.4
4/3/2014 20:00,190070,65098,31.6,56.7,13.3
4/3/2014 21:00,150223,53953,26.5,54,15.9
4/3/2014 22:00,140215,43609,28.1,49.4,14.1
4/3/2014 23:00,71702,25570,19.6,47.8,12.8
4/4/2014 0:00,44929,14195,13,44.1,14.1
4/4/2014 1:00,21214,8075,16,39.3,12.1
4/4/2014 2:00,4951,1788,11.5,44.3,16.1
4/4/2014 3:00,899,321,13.5,36.4,16
4/4/2014 4:00,5548,1943,12,43.4,14.8
4/4/2014 5:00,10621,3307,14.8,34.5,13.7
4/4/2014 6:00,18855,6592,12.5,43.4,13.4
4/4/2014 7:00,69812,23951,19.1,44.6,15.1
4/4/2014 8:00,71600,22422,22.8,44.8,12.3
4/4/2014 9:00,128346,40547,26.8,54,17.1
4/4/2014 10:00,136768,48223,24.5,46.7,15.1
4/4/2014 11:00,165875,54752,29.2,58,11.1
4/4/2014 12:00,188569,60326,30.2,56.9,13.8
4/4/2014 13:00,189200,66940,36.4,59.9,16
4/4/2014 14:00,166705,50375,28.4,58.3,15.7
4/4/2014 15:00,130553,42356,23.7,51.7,15.8
4/4/2014 16:00,105602,32548,23.2,45.7,14.5
4/4/2014 17:00,115300,40052,24.2,48.8,12.1
4/4/2014 18:00,126307,45647,28.7,51.8,16.3
4/4/2014 19:00,198907,63472,29.1,58.2,13.5
4/4/2014 20:00,148910,49137,21,57.7,13.8
4/4/2014 21:00,198038,62759,34.2,57.2,14.4
4/4/2014 22:00,120968,38344,24.4,58,12.9
4/4/2014 23:00,61528,23784,22.2,44.9,15
4/5/2014 0:00,46593,15064,23,45.3,13.7
4/5/2014 1:00,20128,7209,17.2,40.3,15.9
4/5/2014 2:00,5571,2031,13.1,42.5,13
4/5/2014 3:00,1361,444,16.7,34.8,16.1
4/5/2014 4:00,4965,1659,9.8,34.9,12.8
4/5/2014 5:00,13387,4723,15.7,44.7,16.9
4/5/2014 6:00,24577,8085,13.8,39.7,12.4
4/5/2014 7:00,40300,12954,20.6,44.4,13.2
4/5/2014 8:00,85426,31128,23.1,45.5,15.1
4/5/2014 9:00,106784,37143,23,51.9,15.7
4/5/2014 10:00,179253,51390,28.5,54.9,16.5
4/5/2014 11:00,145674,45199,29.5,52.8,17.1
4/5/2014 12:00,164161,57350,31.1,58.7,12.7
4/5/2014 13:00,142470,44954,25,59.1,14
4/5/2014 14:00,110910,35241,28.1,53.7,11.7
4/5/2014 15:00,102509,30493,25.6,49.8,16.4
4/5/2014 16:00,94697,29229,20.9,50.2,14.6
4/5/2014 17:00,70346,26765,26.9,48.5,19.6
4/5/2014 18:00,91164,30921,23.1,51.7,11
4/5/2014 19:00,114687,41275,25.2,53.2,13.9
4/5/2014 20:00,117833,43106,23,49.4,12.3
4/5/2014 21:00,126031,42609,24.3,52.7,15.4
4/5/2014 22:00,75339,27596,23.2,48.1,13.9
4/5/2014 23:00,62964,18828,24.1,47.8,12.2
4/6/2014 0:00,51439,15607,16.6,43.3,16.4
4/6/2014 1:00,19421,6153,16.4,44.8,14.1
4/6/2014 2:00,3950,1416,18,38.6,13.3
4/6/2014 3:00,967,351,7.4,41.1,13.2
4/6/2014 4:00,1430,456,10.3,41,15.7
4/6/2014 5:00,5834,1973,16.5,40.8,16.3
4/6/2014 6:00,29178,10068,17.1,47.5,13.2
4/6/2014 7:00,30468,9936,19.9,42.2,10.4
4/6/2014 8:00,32659,12831,14.7,52.6,13.1
4/6/2014 9:00,112813,34920,26.7,51.4,14.6
4/6/2014 10:00,107870,38979,18.9,46.7,11.9
4/6/2014 11:00,135695,43651,22.8,51.9,12.7
4/6/2014 12:00,192702,61362,27.9,50.1,12.7
4/6/2014 13:00,169103,61898,29.8,55.8,12.4
4/6/2014 14:00,118653,41020,25.1,57.8,13.8
4/6/2014 15:00,129575,45044,24,55,11.7
4/6/2014 16:00,109111,38533,24.1,48.5,14.8
4/6/2014 17:00,150923,47724,31,53.2,13.6
4/6/2014 18:00,118325,42941,25.6,49.4,16.6
4/6/2014 19:00,134506,45662,27,56.6,11.9
4/6/2014 20:00,148483,46426,31.1,57.8,12.1
4/6/2014 21:00,158920,50562,27,51.4,11.9
4/6/2014 22:00,90313,32636,20.8,50.2,15
4/6/2014 23:00,76954,24513,20.4,46.5,13.4
4/7/2014 0:00,36544,13153,15.3,44.8,16.8
4/7/2014 1:00,23034,7035,9.2,45.6,14.3
4/7/2014 2:00,2589,876,12,36.7,13.7
4/7/2014 3:00,798,315,11.7,38.9,12.2
4/7/2014 4:00,3687,1194,16,40.9,15.5
4/7/2014 5:00,18494,6386,17,42.7,12.6
4/7/2014 6:00,57202,19050,17.8,48,16.4
4/7/2014 7:00,44950,15512,15.9,40.1,14.3
4/7/2014 8:00,85344,26521,21.8,53,10.4
4/7/2014 9:00,154233,51900,25.2,52.3,15.5
4/7/2014 10:00,224182,76804,40.1,66,10.9
4/7/2014 11:00,195839,63689,22.8,58.7,14.5
4/7/2014 12:00,203984,65092,34.8,66.7,14.4
4/7/2014 13:00,157090,53649,28.1,58.6,14.8
4/7/2014 14:00,155094,50927,23.2,57.7,15.9
4/7/2014 15:00,160508,57034,29,58.4,13.1
4/7/2014 16:00,175137,60333,34.6,56.6,15.2
4/7/2014 17:00,196900,58489,27.3,54,9.7
4/7/2014 18:00,143279,48080,25.9,51.9,12.1
4/7/2014 19:00,113299,40631,22.5,56.1,15.6
4/7/2014 20:00,152960,58752,28.7,58.7,10.4
4/7/2014 21:00,165226,57787,28.2,57,14.7
4/7/2014 22:00,130010,48950,29.6,49.8,14.9
4/7/2014 23:00,74536,28919,19.5,46.7,13.9
4/8/2014 0:00,54876,17185,20.2,45,15.7
4/8/2014 1:00,19044,7084,16.2,38.1,10.3
4/8/2014 2:00,3213,1157,16.3,41.5,14.2
4/8/2014 3:00,746,290,13.6,36.3,14.2
4/8/2014 4:00,5848,1870,19.1,41.6,13
4/8/2014 5:00,14730,4509,15.1,43.4,14.7
4/8/2014 6:00,33878,11728,19.3,44.1,12.9
4/8/2014 7:00,52567,16172,18.9,45.6,13.1
4/8/2014 8:00,79787,24073,24.2,40.3,15.8
4/8/2014 9:00,114064,39097,24,55.3,15.3
4/8/2014 10:00,185369,62891,29.7,61.2,16
4/8/2014 11:00,191541,65583,30.2,58.3,13.6
4/8/2014 12:00,160427,56310,27.3,57.4,17.2
4/8/2014 13:00,168169,57740,28.6,59.7,9.7
4/8/2014 14:00,124486,38103,27.1,50.5,15.7
4/8/2014 15:00,142599,50279,32.1,50,15.8
4/8/2014 16:00,154452,47745,21.9,50.6,14.7
4/8/2014 17:00,125476,45351,27.1,50.2,12.6
4/8/2014 18:00,138180,48074,22.7,53.7,17
4/8/2014 19:00,127843,44399,29.9,52.3,12
4/8/2014 20:00,165855,56055,26.2,52.7,12.5
4/8/2014 21:00,157373,59962,28.6,60.8,12.9
4/8/2014 22:00,140393,45403,22.5,50.7,11.1
4/8/2014 23:00,61568,21087,19.9,46.5,12.9
4/9/2014 0:00,52311,17425,15.8,42.7,14
4/9/2014 1:00,20830,6966,16.2,43.6,18
4/9/2014 2:00,4724,1692,17.8,40,17.8
4/9/2014 3:00,1008,318,14.5,40.9,15.6
4/9/2014 4:00,4686,1491,12.1,39.3,16.1
4/9/2014 5:00,14590,4621,13.9,36.7,12.7
4/9/2014 6:00,44617,14803,18.8,44.7,15.4
4/9/2014 7:00,72340,24156,19.9,41.8,15.7
4/9/2014 8:00,65903,22322,21.5,41.7,14
4/9/2014 9:00,88411,30002,23.6,43.4,16
4/9/2014 10:00,165538,56721,31.4,56.2,11.2
4/9/2014 11:00,172546,53022,21.5,56.3,14.3
4/9/2014 12:00,211555,65707,35.5,59.8,17.1
4/9/2014 13:00,177265,59377,28.4,59.7,18.3
4/9/2014 14:00,122062,41972,21.2,45.5,11.1
4/9/2014 15:00,94577,33117,21.6,48.4,8.3
4/9/2014 16:00,142245,44047,30.4,52.7,10.5
4/9/2014 17:00,153301,53311,29.7,60.6,12.7
4/9/2014 18:00,128564,47479,33.8,50.9,13.2
4/9/2014 19:00,124030,42338,29.6,46.3,12.5
4/9/2014 20:00,164989,63146,32.9,62.6,9.8
4/9/2014 21:00,117258,45072,26.4,47.1,11.9
4/9/2014 22:00,109905,39109,25,59,15.1
4/9/2014 23:00,70769,23785,22.8,47.1,16.6
4/10/2014 0:00,38450,12558,19.6,39.3,15.6
4/10/2014 1:00,23310,6958,16.2,44,14.4
4/10/2014 2:00,4431,1580,19.5,41,10.8
4/10/2014 3:00,910,338,14.9,43.2,11.3
4/10/2014 4:00,3923,1346,15.8,43.8,14
4/10/2014 5:00,15423,4610,17.7,39,16.2
4/10/2014 6:00,49318,16319,20.2,44.8,15.9
4/10/2014 7:00,54537,16862,17.8,44.9,13.6
4/10/2014 8:00,79993,27371,20.7,43.6,12.6
4/10/2014 9:00,136567,39406,25.9,53.3,18.9
4/10/2014 10:00,142902,49189,32,54.5,14.2
4/10/2014 11:00,186508,60903,36.2,59.1,10.9
4/10/2014 12:00,151162,53282,28.7,55,15
4/10/2014 13:00,131492,50282,27.4,50.2,11.3
4/10/2014 14:00,185221,61272,29.8,59.4,16
4/10/2014 15:00,93641,30587,17.6,46,16.6
4/10/2014 16:00,148166,51045,26.9,54.1,16.9
4/10/2014 17:00,151802,51700,31.4,56.4,13
4/10/2014 18:00,147101,49396,33,54.9,10.9
4/10/2014 19:00,157904,51505,28.4,57.4,10.9
4/10/2014 20:00,169066,57747,22,58.3,16.3
4/10/2014 21:00,139430,53602,29.2,50.8,14.8
4/10/2014 22:00,114595,37199,27.5,49.9,12.1
4/10/2014 23:00,70031,24930,22,44.4,13
4/11/2014 0:00,52020,15273,17.3,46.8,15
4/11/2014 1:00,20170,6514,13.8,44.6,12.5
4/11/2014 2:00,4830,1578,11.3,40.8,16.6
4/11/2014 3:00,844,288,14.8,44.3,13.4
4/11/2014 4:00,4471,1424,17.2,41.5,11.3
4/11/2014 5:00,10541,3777,17.5,38.5,11.6
4/11/2014 6:00,36014,11924,19.7,41.5,13.3
4/11/2014 7:00,51990,17085,23.7,44.9,16.5
4/11/2014 8:00,66226,22227,20.1,44.7,17.2
4/11/2014 9:00,96140,30811,22.1,55.1,14.2
4/11/2014 10:00,126775,45806,30.1,47.7,14.8
4/11/2014 11:00,172895,56146,25.5,55.5,16.2
4/11/2014 12:00,178104,56134,34.3,60.4,12.1
4/11/2014 13:00,113412,39656,22.7,50.8,14.9
4/11/2014 14:00,113135,38794,29,50.9,14.8
4/11/2014 15:00,118590,40024,23.4,46.8,14.8
4/11/2014 16:00,97701,33623,29.7,46.7,10.9
4/11/2014 17:00,157951,51821,21.7,58,16.4
4/11/2014 18:00,156512,55237,25.3,58.9,17.5
4/11/2014 19:00,172413,54703,28.1,61.2,8.2
4/11/2014 20:00,117945,39801,25.1,58.2,8.8
4/11/2014 21:00,129709,43957,30.5,51.9,15
4/11/2014 22:00,92488,29954,25.6,49,16.1
4/11/2014 23:00,57478,20728,23.1,47.7,17.8
4/12/2014 0:00,43077,14552,23.3,39,13.6
4/12/2014 1:00,20466,6843,18.3,41,11.1
4/12/2014 2:00,4302,1490,14.3,43,15.4
4/12/2014 3:00,1038,347,16.1,43.5,14.5
