DT,VPH,ApacheRPH,TPH,CPU,MEM,IO
2/18/2014 8:00,72876,229385,25540,16.3,42.3,26
2/18/2014 9:00,132272,387253,43214,22.7,45.7,30
2/18/2014 10:00,159762,465243,56888,26.6,47.6,26
2/18/2014 11:00,125486,391400,50536,23.3,37.5,28.7
2/18/2014 12:00,182708,556057,64898,30.4,38.8,30.4
2/18/2014 13:00,166932,495685,53492,27.8,44.5,31.6
2/18/2014 14:00,151865,454789,54355,24.7,46.1,32.1
2/18/2014 15:00,133126,382286,43514,22.4,44.7,21.1
2/18/2014 16:00,186823,584246,59128,29.3,43.1,27.8
2/18/2014 17:00,137386,400845,47773,23.6,44.3,26.6
2/18/2014 18:00,134871,426689,44074,21.4,48,32.4
2/18/2014 19:00,139652,416520,52186,23.3,45.9,37.8
2/18/2014 20:00,115223,331456,36875,17.9,44.8,25.4
2/18/2014 21:00,148937,438003,47205,24.3,48.7,14.6
2/18/2014 22:00,107943,339626,39237,21,47.8,35.1
2/18/2014 23:00,75501,229203,24806,15.4,38.3,23.9
2/19/2014 0:00,37298,110775,14418,9.1,47.5,30.8
2/19/2014 1:00,19756,58424,7181,5,42.8,19.1
2/19/2014 2:00,4668,13130,1709,6.5,43.9,31.8
2/19/2014 3:00,970,2983,328,1.7,48.3,16.7
2/19/2014 4:00,3901,12007,1298,4.4,39,30.4
2/19/2014 5:00,10855,31899,3373,5.6,41.7,31.1
2/19/2014 6:00,28982,86243,9708,9.1,46,26.5
2/19/2014 7:00,54475,164473,17416,13.2,47.2,21.1
2/19/2014 8:00,75431,229841,24957,13.9,46.3,20.2
2/19/2014 9:00,109314,317665,38949,19.4,50,22.2
2/19/2014 10:00,164330,475792,55694,27.1,44.8,23.7
2/19/2014 11:00,145617,439691,47524,26.5,46,23.6
2/19/2014 12:00,163909,515704,56111,26,44.3,23.6
2/19/2014 13:00,168617,512028,54924,29.6,43.9,27.4
2/19/2014 14:00,156897,461343,51325,25.7,42.6,31.1
2/19/2014 15:00,129887,387666,47392,24.2,46.7,27.4
2/19/2014 16:00,119272,353285,41778,21.7,44.6,31.9
2/19/2014 17:00,111791,358313,38336,22.3,44.8,22
2/19/2014 18:00,95508,277917,32711,17.6,44.5,18.9
2/19/2014 19:00,137999,402956,46405,24.9,44.6,37.1
2/19/2014 20:00,142620,419861,50008,21.4,43.2,26.1
2/19/2014 21:00,201771,596712,59328,31.5,44.6,20.3
2/19/2014 22:00,106107,316999,37846,20.3,43.8,23.5
2/19/2014 23:00,58904,172000,19668,14.2,46.5,27.3
2/20/2014 0:00,42779,128312,16664,10.6,47.2,15.5
2/20/2014 1:00,18519,54087,6861,6.5,41.9,34.4
2/20/2014 2:00,3051,9241,1019,3.9,45.6,23
2/20/2014 3:00,687,2077,232,8.8,47.5,24.3
2/20/2014 4:00,4026,12481,1337,6.8,46.5,24.1
2/20/2014 5:00,13707,38269,4440,7.7,46.5,17.4
2/20/2014 6:00,51349,147571,16207,10.8,44.4,12
2/20/2014 7:00,72917,220619,22903,15.2,45.1,24.9
2/20/2014 8:00,83955,251710,30272,16.2,47.5,33.4
2/20/2014 9:00,134141,414957,42895,23.7,45.5,25.7
2/20/2014 10:00,149281,469263,49836,24.7,46,21.9
2/20/2014 11:00,139900,426133,44805,24,45.8,27.2
2/20/2014 12:00,159563,480674,51534,26.5,45.4,26.5
2/20/2014 13:00,176157,527552,61070,26.8,43.9,29.6
2/20/2014 14:00,194030,594726,60376,29.7,42.5,29.6
2/20/2014 15:00,111392,339090,42381,22,45.6,23.8
2/20/2014 16:00,113448,321728,38840,19.2,40.3,33.9
2/20/2014 17:00,172337,537923,57363,27.5,45.8,23.8
2/20/2014 18:00,77141,229846,27062,16.1,40.9,28.5
2/20/2014 19:00,168108,526263,54123,27.6,47.7,35.1
2/20/2014 20:00,90853,276087,31830,17.8,39.8,28.2
2/20/2014 21:00,133066,388170,44414,23.6,43.5,26.2
2/20/2014 22:00,91245,278285,35442,15.2,43.7,30.4
2/20/2014 23:00,71813,221584,24622,14.6,42.5,22.6
2/21/2014 0:00,43031,124477,13196,12.1,44.3,20.6
2/21/2014 1:00,19676,58362,7044,6.9,44.7,32.9
2/21/2014 2:00,4365,12999,1437,6.4,45.3,20.1
2/21/2014 3:00,1181,3462,448,6.5,42.8,29.7
2/21/2014 4:00,5316,16579,1707,7.2,46.3,26.3
2/21/2014 5:00,11349,33727,4022,4.6,45.9,23.7
2/21/2014 6:00,38596,116130,12433,11.6,44.3,28.7
2/21/2014 7:00,56988,169504,19723,12.5,45.4,30.2
2/21/2014 8:00,96898,294773,30658,16.6,44.6,19.6
2/21/2014 9:00,172659,513948,54383,28.6,42.8,27.9
2/21/2014 10:00,165946,515761,55203,28.5,43.8,15.9
2/21/2014 11:00,196054,565121,68219,29.4,47.7,25.4
2/21/2014 12:00,200076,575872,61046,30.2,43.1,26.2
2/21/2014 13:00,130599,372820,41674,21.5,42.3,33.5
2/21/2014 14:00,122935,368294,38605,23.3,48.8,23.2
2/21/2014 15:00,134148,386692,44029,19.9,47.2,25.4
2/21/2014 16:00,163263,477915,50768,27.2,45.5,23.2
2/21/2014 17:00,178588,554500,55298,29.3,45.8,30.3
2/21/2014 18:00,144131,441375,50192,25.1,45.1,28.2
2/21/2014 19:00,169440,517024,48011,27.6,43.1,21.3
2/21/2014 20:00,116643,345186,36789,17.4,44.8,28.7
2/21/2014 21:00,143603,438500,49165,23.2,45.5,23.3
2/21/2014 22:00,115492,352046,37761,17.6,46.3,29.9
2/21/2014 23:00,64226,188029,21501,13.3,47.6,20.4
2/22/2014 0:00,49348,150589,15460,12.3,45.3,27.3
2/22/2014 1:00,23147,69971,7492,9,42.9,29.6
2/22/2014 2:00,3113,9721,981,4.1,43.5,34.7
2/22/2014 3:00,1300,3760,392,6.6,47.7,29.2
2/22/2014 4:00,3609,10945,1365,5.2,41,24.7
2/22/2014 5:00,9489,27792,3378,6.7,45.5,26.9
2/22/2014 6:00,19650,59073,6878,5.2,38.7,27.9
2/22/2014 7:00,29336,88410,10168,7.5,47.4,29.4
2/22/2014 8:00,64913,195740,22111,15.2,46,25.4
2/22/2014 9:00,134142,424731,44707,23.6,46,28.4
2/22/2014 10:00,145487,448508,47174,23.7,41.2,27.5
2/22/2014 11:00,123321,385975,40733,22,39.5,21.6
2/22/2014 12:00,129306,392267,51877,19.6,41.2,33.4
2/22/2014 13:00,159629,473816,55625,25.9,48,22
2/22/2014 14:00,112405,349159,37802,20.3,43.1,14.8
2/22/2014 15:00,76523,228547,29523,13.4,44,21.3
2/22/2014 16:00,124478,369656,45951,22.7,41.8,25.4
2/22/2014 17:00,75400,221634,25548,13.3,42.4,28.5
2/22/2014 18:00,158337,480413,50784,25.2,46,28.4
2/22/2014 19:00,106042,323196,36421,20,44.4,29.7
2/22/2014 20:00,120978,347181,36046,20.2,44.5,21
2/22/2014 21:00,58052,169720,22536,15.9,43.2,28.8
2/22/2014 22:00,46511,137341,14653,11.5,46.7,25.8
2/22/2014 23:00,55154,161733,16920,13.1,44.2,23.2
2/23/2014 0:00,49149,150201,16884,10.6,43.5,28.2
2/23/2014 1:00,26324,75825,8674,9.1,42.8,26.1
2/23/2014 2:00,5855,17492,1947,5.1,44.7,38.1
2/23/2014 3:00,1041,3155,355,4.3,45.2,28.9
2/23/2014 4:00,207,639,69,5,44.2,24.2
2/23/2014 5:00,9947,30551,3279,5.1,46.1,20
2/23/2014 6:00,11762,34948,3762,7.5,43.9,23.2
2/23/2014 7:00,32848,98293,12022,9.8,46.6,26
2/23/2014 8:00,97537,293056,32550,19.6,44.8,24.5
2/23/2014 9:00,144766,439871,46935,24.9,39.9,25.9
2/23/2014 10:00,242997,722109,77292,34.9,42.9,29.4
2/23/2014 11:00,212673,663454,65747,34.1,45,20.1
2/23/2014 12:00,260651,688469,99884,34.3,41.2,40.6
2/23/2014 13:00,238987,689708,77850,34.2,44.6,27.6
2/23/2014 14:00,250500,692027,83184,35.5,40,24.6
2/23/2014 15:00,260229,802477,78840,37.8,48.8,31.1
2/23/2014 16:00,222558,704818,74182,35.1,45.7,27
2/23/2014 17:00,201169,597200,70576,32.1,42.5,15.7
2/23/2014 18:00,171085,523698,53903,30.6,44.4,31.8
2/23/2014 19:00,251491,744234,84933,37.6,45.9,28.1
2/23/2014 20:00,199447,598308,64093,28.9,45,31.8
2/23/2014 21:00,180537,592186,60959,32.5,49.3,29.3
2/23/2014 22:00,147968,477172,48400,26.2,47.1,27.7
2/23/2014 23:00,88177,263147,30933,16.5,42.1,21.2
2/24/2014 0:00,56448,175897,18066,12.3,41.5,24.3
2/24/2014 1:00,22913,73473,7685,8.7,51.4,26.5
2/24/2014 2:00,5130,15121,1796,6.7,48.4,23.9
2/24/2014 3:00,1456,4615,496,2.4,46,19.6
2/24/2014 4:00,5067,15095,1775,5.5,48,22.8
2/24/2014 5:00,19475,59005,6109,7.4,44.8,27.5
2/24/2014 6:00,22880,65253,7998,9.2,45.5,36.3
2/24/2014 7:00,89825,279236,29696,18.4,43.8,29.4
2/24/2014 8:00,109000,329607,35054,20.6,43.4,26.9
2/24/2014 9:00,139802,397500,50119,24.8,47.7,28.4
2/24/2014 10:00,202300,608570,74963,32.9,46,23.2
2/24/2014 11:00,204497,623084,64907,30.9,42.5,27.9
2/24/2014 12:00,214069,648988,76967,33.1,42.9,22.4
2/24/2014 13:00,191585,562654,66197,28.1,41.4,23.9
2/24/2014 14:00,183172,538112,56154,31.2,40,31.2
2/24/2014 15:00,188166,529748,63714,29.5,46.8,25
2/24/2014 16:00,170811,518279,57030,29.1,48.3,19.5
2/24/2014 17:00,200486,619931,59173,31.4,43.9,18.3
2/24/2014 18:00,176507,535504,58234,28.6,43.3,27.1
2/24/2014 19:00,167081,507616,50925,26.5,44.4,26.6
2/24/2014 20:00,146469,464188,49382,25,47.6,26.3
2/24/2014 21:00,228811,604913,72750,31.2,44.3,26.5
2/24/2014 22:00,170789,480346,55561,28,43.9,19.7
2/24/2014 23:00,92442,288827,28156,18,42.2,25.9
2/25/2014 0:00,55518,160416,18146,11.6,42.1,35.6
2/25/2014 1:00,20839,63778,7920,6.2,44.9,34.6
2/25/2014 2:00,2611,7384,867,4.1,42.3,26.9
2/25/2014 3:00,1073,3304,348,5,44.9,24.5
2/25/2014 4:00,5682,17103,1782,5.8,46.6,16
2/25/2014 5:00,16333,50907,5359,7.9,47.4,17.3
2/25/2014 6:00,56148,170204,21016,12.7,44.2,25.6
2/25/2014 7:00,35076,103765,10831,8.3,46.8,27.5
2/25/2014 8:00,72890,222516,25030,16.3,43.9,21.7
2/25/2014 9:00,114975,380053,42596,21,46.4,23.6
2/25/2014 10:00,139755,429228,51818,21.8,42.3,23.4
2/25/2014 11:00,162785,498087,56723,28.9,47.3,24.1
2/25/2014 12:00,168742,562440,56144,30,41.8,26.1
2/25/2014 13:00,213165,624800,67447,34.2,43.6,24.6
2/25/2014 14:00,188124,581401,64902,30.5,45.9,26.9
2/25/2014 15:00,144033,420000,51076,24.3,41.6,18.2
2/25/2014 16:00,202134,554793,65058,29.6,46,19.8
2/25/2014 17:00,160613,496837,53541,28.8,39.8,34.5
2/25/2014 18:00,157585,502499,60690,26.3,44.4,28.1
2/25/2014 19:00,136119,412963,47364,25,44.2,36.1
2/25/2014 20:00,173514,509672,56445,28,40.4,18
2/25/2014 21:00,134550,411633,45780,21.8,45.6,28.5
2/25/2014 22:00,167896,504212,53319,27.8,48.3,21.4
2/25/2014 23:00,82052,250289,29252,16.1,42.5,25.2
2/26/2014 0:00,48464,147052,15594,11,48.9,30.6
2/26/2014 1:00,23992,75422,8676,7,46.5,28.9
2/26/2014 2:00,4664,13980,1563,6.4,42,22.2
2/26/2014 3:00,960,2963,326,4,41.6,28.6
2/26/2014 4:00,3399,9842,1191,4.1,44,19.9
2/26/2014 5:00,14694,43240,4943,5.7,44.1,22.6
2/26/2014 6:00,63009,194138,18284,13.5,42.3,31.7
2/26/2014 7:00,70839,223359,23187,17.4,45.7,26.3
2/26/2014 8:00,84499,249451,27431,14.1,43.7,34
2/26/2014 9:00,148822,445397,47690,25.9,46.5,23.8
2/26/2014 10:00,134460,400616,47000,21.9,48.2,29.8
2/26/2014 11:00,204202,597149,62281,30.3,46.1,24.3
2/26/2014 12:00,260902,811551,80243,40.9,43,25.4
2/26/2014 13:00,216943,651618,68128,34.7,45,21.3
2/26/2014 14:00,188387,593227,60232,29.3,47.1,30.8
2/26/2014 15:00,163791,478982,57673,25.3,41.9,26
2/26/2014 16:00,146586,445278,53227,26.2,45.1,26.8
2/26/2014 17:00,153293,462697,59959,28.1,44.6,27
2/26/2014 18:00,178484,556169,61824,29.8,50.2,24.9
2/26/2014 19:00,177044,552405,65926,29.9,45.1,32.8
2/26/2014 20:00,172173,533146,57000,28.6,44.6,25.6
2/26/2014 21:00,155614,478057,48785,27.3,44.4,24.2
2/26/2014 22:00,130242,396733,46718,23.4,46.8,31.9
2/26/2014 23:00,95962,302201,28810,18.9,45,29.6
2/27/2014 0:00,55946,166674,18504,11,41.2,27.5
2/27/2014 1:00,24888,79867,7784,5.9,40.5,32.7
2/27/2014 2:00,2619,7599,830,4.9,42.9,30.1
2/27/2014 3:00,789,2400,272,4.4,47.9,25.1
2/27/2014 4:00,5480,15667,1731,6.6,45.8,26.7
2/27/2014 5:00,15305,46175,5585,7.2,43,24.3
2/27/2014 6:00,16961,50419,6164,7.9,47.3,30.2
2/27/2014 7:00,70024,197560,23100,11.9,47.2,26.6
2/27/2014 8:00,105147,314370,31731,19.2,44.9,31
2/27/2014 9:00,150572,453180,48653,23.5,44,26.3
2/27/2014 10:00,178787,561010,55466,31,46.9,24.4
2/27/2014 11:00,174944,493218,57143,26.8,40.8,24.8
2/27/2014 12:00,251255,756074,81825,38.8,46.7,30.7
2/27/2014 13:00,183248,539300,60327,28,43.9,30.9
2/27/2014 14:00,161785,460298,55653,28,43.1,22
2/27/2014 15:00,179767,533942,61242,27,45.8,25.9
2/27/2014 16:00,183350,549117,63957,29.4,46.3,23.3
2/27/2014 17:00,188054,521082,61239,27.5,46.3,28.9
2/27/2014 18:00,209778,607806,65947,32.6,46.5,18.4
2/27/2014 19:00,150138,463569,55285,25.8,45.6,17.9
2/27/2014 20:00,167090,494096,54739,28.2,48.6,30
2/27/2014 21:00,182533,530243,59459,25.9,46.2,19.6
2/27/2014 22:00,131387,396378,44751,20.9,46.7,26.8
2/27/2014 23:00,88402,283246,28358,19.5,44.8,26.8
2/28/2014 0:00,51099,158732,17474,12.6,45.3,25.7
2/28/2014 1:00,26419,76001,8535,9.6,46.8,22.6
2/28/2014 2:00,5554,16687,1717,3.9,44.1,22.1
2/28/2014 3:00,1153,3399,410,4.5,47.8,29.3
2/28/2014 4:00,5112,15888,1682,4.8,43.7,24.1
2/28/2014 5:00,18627,56496,6049,7,46.2,23.3
2/28/2014 6:00,47246,148759,15884,15.2,43.7,27.7
2/28/2014 7:00,61800,188677,20209,12.8,42.7,31
2/28/2014 8:00,60080,193170,20671,14.7,46.2,17.2
2/28/2014 9:00,129616,379750,39999,20.4,49.8,23.5
2/28/2014 10:00,157169,450249,46967,23.1,45.2,34.1
2/28/2014 11:00,176232,533779,57335,27.1,48.9,29.6
2/28/2014 12:00,160431,472672,53795,25.4,42.5,24.8
2/28/2014 13:00,192751,564480,59935,30.2,46.3,25.3
2/28/2014 14:00,170012,506907,51137,31.4,45.4,21.9
2/28/2014 15:00,132452,415901,46322,23.4,45.2,29.7
2/28/2014 16:00,186096,576689,57941,31.3,42.3,29.4
2/28/2014 17:00,164945,527260,54477,28.7,46.8,31.4
2/28/2014 18:00,155519,484704,50354,24.1,43.9,30.9
2/28/2014 19:00,137502,430845,49408,23,42.7,26.1
2/28/2014 20:00,143721,427125,49993,23.7,44.5,24.6
2/28/2014 21:00,220724,683751,68844,34.6,45.8,15.8
2/28/2014 22:00,118231,357413,41872,21.7,42.9,22.4
2/28/2014 23:00,76655,232625,24743,14.8,42.4,16.8
3/1/2014 0:00,53980,160320,18425,9.7,46,17.5
3/1/2014 1:00,23765,69796,7982,7,43,23.9
3/1/2014 2:00,4270,12436,1362,5.2,45,38.3
3/1/2014 3:00,1288,3681,420,3.4,48.6,23.4
3/1/2014 4:00,4447,13538,1418,5.7,44.4,24.1
3/1/2014 5:00,13595,41179,4734,4.1,45.6,17.5
3/1/2014 6:00,19693,58815,7552,7.6,42.3,22.6
3/1/2014 7:00,49732,148636,16677,13.6,45.4,28.9
3/1/2014 8:00,102976,321836,35440,20.6,41.1,23
3/1/2014 9:00,119170,339562,44068,20.5,43.1,20.9
3/1/2014 10:00,158798,491602,49049,26,45.9,12.2
3/1/2014 11:00,195459,577601,67218,30.1,44.6,30
3/1/2014 12:00,177269,507825,50754,26.9,48.3,25.3
3/1/2014 13:00,148002,453238,47807,24.8,45.2,23.6
3/1/2014 14:00,160572,496650,51973,27.2,44.1,21.3
3/1/2014 15:00,120245,347107,41500,19.8,44.1,21.7
3/1/2014 16:00,110486,325275,36610,18.5,46.4,27.9
3/1/2014 17:00,139298,400997,47857,21.9,44.5,23.8
3/1/2014 18:00,108385,321637,33138,18.5,44,34.1
3/1/2014 19:00,109787,338093,37835,20.2,44.5,17.4
3/1/2014 20:00,97218,273508,35407,19.7,42.9,21.8
3/1/2014 21:00,99394,304886,35380,17,46.9,27.7
3/1/2014 22:00,86997,262367,23054,17,49.8,28.6
3/1/2014 23:00,48334,140630,16855,11.5,43.5,32
3/2/2014 0:00,45138,132922,15467,12.2,42.1,21.4
3/2/2014 1:00,26478,78201,8966,7.6,41.3,23.6
3/2/2014 2:00,6959,21782,2207,7.6,43.3,27.8
3/2/2014 3:00,663,2031,255,4.7,41.4,17.9
3/2/2014 4:00,2997,9183,958,4.5,47.4,25
3/2/2014 5:00,6072,17752,2050,6.3,43.6,26.5
3/2/2014 6:00,1389,4184,464,5.5,48.5,29.2
3/2/2014 7:00,22146,66931,8357,5.7,43.1,17.3
3/2/2014 8:00,28028,83322,9381,7.5,45,29.8
3/2/2014 9:00,61113,182692,19561,13.2,45.6,29.2
3/2/2014 10:00,114543,357890,38785,19,44.5,25.5
3/2/2014 11:00,109531,310319,34512,18.9,46.2,25.5
3/2/2014 12:00,170342,515620,53896,25.6,46.1,35.6
3/2/2014 13:00,161091,466337,54909,25.9,43.8,26.7
3/2/2014 14:00,143833,418050,45317,22.3,40.8,27
3/2/2014 15:00,163458,479856,54070,27.7,46.6,22.7
3/2/2014 16:00,95568,275669,32714,17.9,46.5,14.7
3/2/2014 17:00,142789,450523,50235,24.9,45.2,26.2
3/2/2014 18:00,138727,422914,46820,23.1,43.4,22.5
3/2/2014 19:00,149905,428716,50411,24,46.1,20.3
3/2/2014 20:00,125430,375349,44078,21.3,46.7,26.5
3/2/2014 21:00,142736,445719,42186,23.1,43.4,32.6
3/2/2014 22:00,123075,389045,35776,23,48.6,30.5
3/2/2014 23:00,88012,277149,26408,18.1,41.9,29.9
3/3/2014 0:00,45465,136085,16587,9.8,44.8,25.4
3/3/2014 1:00,25393,78258,8027,9.2,48.1,24.7
3/3/2014 2:00,5725,17774,1976,5.7,43.4,32.4
3/3/2014 3:00,1000,2936,291,4.8,43.3,22.1
3/3/2014 4:00,4340,12799,1551,7,46.7,28.3
3/3/2014 5:00,21834,71045,7272,9.4,44.2,27.2
3/3/2014 6:00,37981,112493,12301,8.4,46.5,34.5
3/3/2014 7:00,84974,258700,27419,17.8,44.9,23.2
3/3/2014 8:00,119252,363393,40006,20.5,46.4,30.5
3/3/2014 9:00,168031,508720,60672,25,45.1,30.6
3/3/2014 10:00,174512,517417,59834,26.9,46.2,22
3/3/2014 11:00,223910,706411,73142,35.6,46,31.6
3/3/2014 12:00,258209,750269,82299,37.3,49.7,27.8
3/3/2014 13:00,226558,653802,73456,34.9,45.1,26.1
3/3/2014 14:00,236980,711816,81263,35.4,45.2,27.5
3/3/2014 15:00,232866,694447,72962,37.4,47.9,27.7
3/3/2014 16:00,146872,424511,53958,25.1,46.9,23.7
3/3/2014 17:00,222468,652624,69176,35.2,47.6,26
3/3/2014 18:00,196849,567518,56439,32,45.2,32.3
3/3/2014 19:00,156610,444945,50120,25,43.6,26.5
3/3/2014 20:00,143208,429316,47386,24,47.5,19.5
3/3/2014 21:00,193179,593841,59330,34.1,49,29.7
3/3/2014 22:00,154721,448348,51900,23.3,40.7,30.3
3/3/2014 23:00,111990,331356,34011,19.1,40.8,24.6
3/4/2014 0:00,60351,173125,18087,11.8,44.2,27.6
3/4/2014 1:00,27858,83319,8769,10,45.1,30.8
3/4/2014 2:00,5805,16467,1875,8.5,49.9,27.6
3/4/2014 3:00,454,1332,152,4.8,46.3,25.3
3/4/2014 4:00,5130,15108,1838,3.8,41.7,28.3
3/4/2014 5:00,17323,50473,6152,7.7,45.5,18.9
3/4/2014 6:00,20072,59306,6670,7.9,49,16.7
3/4/2014 7:00,64391,203375,21963,16.3,46,14
3/4/2014 8:00,77214,247405,23503,14.8,45.9,24.6
3/4/2014 9:00,141951,429120,49375,23.7,45.6,14.1
3/4/2014 10:00,167193,476998,55598,29.4,42.3,22.3
3/4/2014 11:00,207824,622568,65792,31.6,47.4,27.6
3/4/2014 12:00,193216,566424,63321,30.2,45.4,26.2
3/4/2014 13:00,151328,473664,48135,23.8,46.3,16
3/4/2014 14:00,155691,442105,51483,25,43.5,30.4
3/4/2014 15:00,143694,441872,46965,26.2,46.5,26.1
3/4/2014 16:00,164423,504445,51159,22.8,45.3,20.9
3/4/2014 17:00,154145,447143,55099,26.4,43.4,27.5
3/4/2014 18:00,124306,374376,41513,20.3,42.8,35.4
3/4/2014 19:00,158644,473156,51673,23.4,46.5,27.3
3/4/2014 20:00,179717,553049,62581,29.9,48.3,25.6
3/4/2014 21:00,177057,537353,58470,28.9,46.4,24.8
3/4/2014 22:00,157212,450902,49680,24.8,45.2,25.4
3/4/2014 23:00,65281,189682,21699,14.9,43.9,30.4
3/5/2014 0:00,52393,168119,17875,10.2,46.2,25.9
3/5/2014 1:00,21248,61857,7047,9.6,46.3,25.7
3/5/2014 2:00,5410,16385,1924,6.2,43.7,28.9
3/5/2014 3:00,1155,3481,376,5,48.2,30.8
3/5/2014 4:00,5333,16599,1768,6.4,42.7,27
3/5/2014 5:00,16537,51170,5482,7.7,42.9,24
3/5/2014 6:00,53432,157033,17066,12.4,45.6,28.7
3/5/2014 7:00,33342,96858,11425,9.8,48.1,33
3/5/2014 8:00,85631,243288,27600,17.6,47.7,23.7
3/5/2014 9:00,126246,368049,44029,22.6,44.4,18.3
3/5/2014 10:00,176403,522027,62022,26.8,44.7,35.3
3/5/2014 11:00,201662,628547,70629,32.8,44.7,27.6
3/5/2014 12:00,223277,660507,76682,32.3,45.7,26.6
3/5/2014 13:00,147697,458509,48227,25.7,43.5,30.6
3/5/2014 14:00,185608,563046,56159,31,47.2,24
3/5/2014 15:00,132990,394487,46202,22.6,38.5,28.4
3/5/2014 16:00,108404,333990,39583,19.8,45.8,27.6
3/5/2014 17:00,157457,458676,49208,24.8,46.4,27.6
3/5/2014 18:00,150138,469520,54678,26.5,41.8,27.5
3/5/2014 19:00,118573,370029,41749,21.7,41.9,32.1
3/5/2014 20:00,190479,563581,58303,28.7,51.4,22.8
3/5/2014 21:00,186594,557783,56630,29.9,46.3,29.1
3/5/2014 22:00,133642,421611,41506,23.3,40.6,20.7
3/5/2014 23:00,82985,262695,26333,17.1,47.6,32.9
3/6/2014 0:00,52921,157902,17797,12.9,42,24
3/6/2014 1:00,24876,71152,8183,10.3,46.7,22.6
3/6/2014 2:00,4607,14180,1567,4.8,47.2,30.8
3/6/2014 3:00,1585,4744,503,5.6,44.6,17.6
3/6/2014 4:00,4826,14697,1644,2.7,43.7,19.7
3/6/2014 5:00,17659,52315,5146,7.2,43.1,28.8
3/6/2014 6:00,35205,105818,12448,10.8,47.2,28.1
3/6/2014 7:00,57329,178334,18376,13.2,47,20.4
3/6/2014 8:00,87489,255842,28332,15.1,46.2,23.8
3/6/2014 9:00,159984,458102,55055,26.4,45.1,33.6
3/6/2014 10:00,164462,490721,52169,25.4,44.8,28
3/6/2014 11:00,147257,433480,50722,25.7,45.3,27.1
3/6/2014 12:00,194724,580771,60430,31.1,46.3,25.1
3/6/2014 13:00,170969,511463,56187,27.3,45.8,27.4
3/6/2014 14:00,187186,527369,61483,28.6,44.5,24.1
3/6/2014 15:00,205661,627652,66765,32.9,45.1,28.8
3/6/2014 16:00,155197,504157,55672,27.9,46.7,32.2
3/6/2014 17:00,195584,608552,60828,30.8,43.8,24
3/6/2014 18:00,129139,387724,44729,22.5,45.6,24.2
3/6/2014 19:00,164311,482969,59368,28,43.4,24.3
3/6/2014 20:00,168997,531517,64112,28.6,43.8,32.6
3/6/2014 21:00,176773,514658,62696,29,44.7,28.2
3/6/2014 22:00,118905,348254,45149,21.5,44.9,34.2
3/6/2014 23:00,102180,327487,31098,21.1,45.3,27.9
3/7/2014 0:00,44638,132357,13644,10.2,43.3,25
3/7/2014 1:00,24475,76741,7739,8.1,43.2,30.9
3/7/2014 2:00,5485,16322,1949,5.1,43.2,28.7
3/7/2014 3:00,844,2333,284,5.3,39.4,21.1
3/7/2014 4:00,5385,16014,1754,4.8,43.7,27.8
3/7/2014 5:00,11518,35776,3639,5.6,45.9,35.1
3/7/2014 6:00,34437,98993,11845,9,44.1,17.7
3/7/2014 7:00,76769,232570,23737,13.3,45.2,24.8
3/7/2014 8:00,78555,238319,22524,15.7,42.8,19.6
3/7/2014 9:00,95007,273842,34951,15,48.6,22.5
3/7/2014 10:00,158281,487657,52750,25,47.7,22.5
3/7/2014 11:00,187192,590892,59771,30.3,46.1,22.7
3/7/2014 12:00,191319,582520,58133,30.2,44.4,30.9
3/7/2014 13:00,144229,434643,48004,24.1,46.4,19.1
3/7/2014 14:00,145563,439747,46154,25,44.8,29.6
3/7/2014 15:00,103378,301608,39206,17.6,44.5,26.6
3/7/2014 16:00,171431,536008,54987,29.4,43.5,38
3/7/2014 17:00,173271,526770,56944,28.8,41.4,15.2
3/7/2014 18:00,151277,443565,44835,25.7,47.2,21.8
3/7/2014 19:00,156983,465312,46731,26.8,43.3,27.3
3/7/2014 20:00,216033,670078,64823,36,45.9,26.1
3/7/2014 21:00,163733,482968,51611,25.7,46.8,30.5
3/7/2014 22:00,133848,412031,48210,24.8,45,27.9
3/7/2014 23:00,84899,259753,26193,18,44.6,22.6
3/8/2014 0:00,49052,154816,16475,12.4,47.1,28.9
3/8/2014 1:00,19630,57568,6909,7.3,50.8,19.4
3/8/2014 2:00,6512,20004,1879,3.2,43,19.8
3/8/2014 3:00,928,2885,299,5.8,44.1,24
3/8/2014 4:00,6343,17924,2097,6.5,44.2,33.7
3/8/2014 5:00,14056,41134,4969,7.9,43.5,26.7
3/8/2014 6:00,27352,77889,9308,9.8,47.7,25.9
3/8/2014 7:00,59004,173575,18827,11.2,43.9,18.1
3/8/2014 8:00,56215,168520,20427,14.9,46.7,26.8
3/8/2014 9:00,107726,322523,35083,19.5,48.5,30.1
3/8/2014 10:00,119614,374304,40238,21.2,44.5,23.1
3/8/2014 11:00,154037,488982,51071,26.7,44.2,21.5
3/8/2014 12:00,196027,587491,65848,31.2,44.2,15.4
3/8/2014 13:00,157622,487075,53050,24.9,48.5,30
3/8/2014 14:00,126975,404244,48775,23.4,42.3,24.5
3/8/2014 15:00,104435,305350,34274,18.5,45,19.9
3/8/2014 16:00,108669,318001,36318,17.9,40.2,21.2
3/8/2014 17:00,126931,371377,42302,20.7,47.5,16.3
3/8/2014 18:00,76818,225901,25353,16.4,49.6,25.3
3/8/2014 19:00,105044,309754,38520,17.4,47.8,27.8
3/8/2014 20:00,92094,297395,33112,16.1,48.4,27.2
