Datetime,VPH,TPH,CPU,MEM,IO,StorageGB,StorageCapacityGB
3/20/2014 8:00,71622,22810,18.7,29.2,23.5,10.752048,64
3/20/2014 9:00,97053,31607,19.2,32.3,31.8,10.755062,64
3/20/2014 10:00,84661,31740,18.1,29.7,39.3,10.758089,64
3/20/2014 11:00,155122,57879,23,43,52,10.763609,64
3/20/2014 12:00,226186,72570,27.7,42.6,64.2,10.77053,64
3/20/2014 13:00,146524,51924,25.5,37.6,46.5,10.775482,64
3/20/2014 14:00,124998,41869,25.4,34.9,36.5,10.779475,64
3/20/2014 15:00,138952,51312,19.2,35.3,49.2,10.784368,64
3/20/2014 16:00,198313,59188,25.7,43.9,50.5,10.790013,64
3/20/2014 17:00,123712,44333,14.6,37.9,46.7,10.794241,64
3/20/2014 18:00,141568,47342,25.7,41.4,49.7,10.798756,64
3/20/2014 19:00,140032,50588,19.9,42.1,48.8,10.80358,64
3/20/2014 20:00,147393,51403,26.8,40.8,44.7,10.808482,64
3/20/2014 21:00,160110,51840,25.9,37.9,50.2,10.813426,64
3/20/2014 22:00,133314,39694,22,36.8,40.4,10.817212,64
3/20/2014 23:00,72470,23902,21.6,31.5,25.5,10.819491,64
3/21/2014 0:00,45923,15646,18.3,31.3,17,10.820983,64
3/21/2014 1:00,22054,7237,10.6,29.7,14.9,10.821673,64
3/21/2014 2:00,2832,1037,15.2,24.5,6.8,10.821772,64
3/21/2014 3:00,971,351,19.7,24.1,4.9,10.821806,64
3/21/2014 4:00,4975,1722,24.7,23.3,3.3,10.82197,64
3/21/2014 5:00,11919,4624,17.6,26,8.5,10.822411,64
3/21/2014 6:00,26397,9047,11.8,28.7,18,10.823274,64
3/21/2014 7:00,63319,20727,23.3,34.5,20.4,10.825251,64
3/21/2014 8:00,56835,19857,20.5,27.2,22.1,10.827144,64
3/21/2014 9:00,115324,40989,24.6,37.1,42.1,10.831053,64
3/21/2014 10:00,146428,46962,22.3,36.7,46.5,10.835532,64
3/21/2014 11:00,132070,45044,21.6,43.6,43.4,10.839828,64
3/21/2014 12:00,106247,38255,23.8,33.9,37.1,10.843476,64
3/21/2014 13:00,98767,34159,19,40.1,34.6,10.846734,64
3/21/2014 14:00,85926,30254,17.6,40.9,31.7,10.849619,64
3/21/2014 15:00,137409,47310,23.5,38.7,46.1,10.854131,64
3/21/2014 16:00,113509,40241,24.2,37,39,10.857968,64
3/21/2014 17:00,108243,34441,16.8,34.7,31.3,10.861253,64
3/21/2014 18:00,149841,44517,22.4,35.4,46.5,10.865498,64
3/21/2014 19:00,142615,45920,18.6,39,46.3,10.869878,64
3/21/2014 20:00,132529,40448,16.5,42.1,41.1,10.873735,64
3/21/2014 21:00,120604,38907,21.5,37.9,35.3,10.877446,64
3/21/2014 22:00,108861,39346,20.1,34.9,40.6,10.881198,64
3/21/2014 23:00,74956,23877,18.4,34.8,28.8,10.883475,64
3/22/2014 0:00,44449,14550,15.2,26.1,17.3,10.884863,64
3/22/2014 1:00,19630,6473,19.1,28,11.1,10.88548,64
3/22/2014 2:00,2433,776,11.1,27.1,6.9,10.885554,64
3/22/2014 3:00,822,272,14,21.5,8.6,10.88558,64
3/22/2014 4:00,4715,1509,14.3,25.7,6.4,10.885724,64
3/22/2014 5:00,11731,3722,14,26.4,12,10.886079,64
3/22/2014 6:00,35167,10707,13,25.6,15.3,10.8871,64
3/22/2014 7:00,36760,13216,17.9,30.5,21.4,10.88836,64
3/22/2014 8:00,71968,22935,19.5,33,23.9,10.890547,64
3/22/2014 9:00,137029,41952,22.9,36,44,10.894548,64
3/22/2014 10:00,113828,42031,17.5,38.2,37.8,10.898556,64
3/22/2014 11:00,134822,48396,27.1,44.4,46.8,10.903172,64
3/22/2014 12:00,121378,43461,26.9,34.9,43.9,10.907317,64
3/22/2014 13:00,162161,53180,23.3,40.5,50.7,10.912388,64
3/22/2014 14:00,127894,42399,15.2,36.4,41.8,10.916432,64
3/22/2014 15:00,88853,32454,15.8,30.9,31.2,10.919527,64
3/22/2014 16:00,97928,32145,21,31.3,32.6,10.922592,64
3/22/2014 17:00,131168,42445,23.3,34.7,41,10.92664,64
3/22/2014 18:00,73531,24251,18.2,33.1,28.8,10.928953,64
3/22/2014 19:00,125946,42616,20.1,39.9,42,10.933017,64
3/22/2014 20:00,109072,35939,19.8,30.4,37.2,10.936445,64
3/22/2014 21:00,28341,8738,17.4,30,15.4,10.937278,64
3/22/2014 22:00,62956,20552,18.1,32,21.4,10.939238,64
3/22/2014 23:00,54027,17468,20,29.4,21.3,10.940904,64
3/23/2014 0:00,43142,14401,20.5,25.1,16.1,10.942277,64
3/23/2014 1:00,23175,7868,16.4,21.4,11,10.943028,64
3/23/2014 2:00,5930,2055,12.5,25.8,9,10.943224,64
3/23/2014 3:00,1313,416,18.9,26.2,6.2,10.943263,64
3/23/2014 4:00,2891,970,12.9,23.9,6.5,10.943356,64
3/23/2014 5:00,7772,2775,14.2,22,9.8,10.94362,64
3/23/2014 6:00,23144,7423,22.8,28.4,14.4,10.944328,64
3/23/2014 7:00,41197,14293,16.8,31.1,19.8,10.945691,64
3/23/2014 8:00,104961,31915,17,38.6,29.8,10.948735,64
3/23/2014 9:00,109723,35771,20.7,33.4,33.5,10.952146,64
3/23/2014 10:00,136389,44795,27.5,39.4,44.5,10.956418,64
3/23/2014 11:00,250917,83474,31.2,50.6,74.9,10.964379,64
3/23/2014 12:00,261207,89491,26.1,50.5,74.5,10.972914,64
3/23/2014 13:00,236674,81623,27,43.1,71.5,10.980698,64
3/23/2014 14:00,205664,68963,21.7,45.8,63.3,10.987275,64
3/23/2014 15:00,242775,76667,24.4,41.4,74.7,10.994586,64
3/23/2014 16:00,198106,59192,28.9,37.8,54.5,11.000231,64
3/23/2014 17:00,194722,66834,26.5,49.5,62.8,11.006605,64
3/23/2014 18:00,233347,78584,29.4,48.5,71,11.014099,64
3/23/2014 19:00,235771,72436,27.6,50.4,66.7,11.021007,64
3/23/2014 20:00,204945,69952,29.6,46.8,65.1,11.027678,64
3/23/2014 21:00,167434,59136,25.1,42,57.9,11.033318,64
3/23/2014 22:00,116231,40166,13.3,35.3,38.7,11.037149,64
3/23/2014 23:00,76384,25373,16.8,33.8,28.3,11.039568,64
3/24/2014 0:00,49696,15727,18.4,27,21.2,11.041068,64
3/24/2014 1:00,22828,7287,18.3,26.5,15.3,11.041763,64
3/24/2014 2:00,4263,1318,19.1,20.2,11,11.041889,64
3/24/2014 3:00,624,190,13.6,26.7,8.9,11.041907,64
3/24/2014 4:00,5350,1757,19.1,27.9,6.1,11.042074,64
3/24/2014 5:00,14825,5185,18,22.7,13.6,11.042569,64
3/24/2014 6:00,24820,8635,21.3,32.6,12,11.043392,64
3/24/2014 7:00,52594,17016,16.8,35.8,19.8,11.045015,64
3/24/2014 8:00,116662,36281,26.6,33.1,39,11.048475,64
3/24/2014 9:00,118284,37868,23.1,42.3,37.2,11.052087,64
3/24/2014 10:00,157944,47735,25.7,44.6,44.1,11.056639,64
3/24/2014 11:00,199962,67877,22.2,43,61.6,11.063112,64
3/24/2014 12:00,201395,72061,28.3,41.5,67,11.069984,64
3/24/2014 13:00,173636,57441,26.2,44.7,53.1,11.075463,64
3/24/2014 14:00,152869,54116,24,41.8,49.9,11.080623,64
3/24/2014 15:00,180686,57062,24.7,39.3,52.6,11.086065,64
3/24/2014 16:00,167166,55378,26.3,40.3,53.6,11.091347,64
3/24/2014 17:00,154871,51978,22.1,32.8,48.6,11.096304,64
3/24/2014 18:00,130472,44057,20.9,37,42.6,11.100505,64
3/24/2014 19:00,147553,51791,27.5,40.5,52.7,11.105444,64
3/24/2014 20:00,202077,67777,28,45.7,63.2,11.111908,64
3/24/2014 21:00,157006,48018,14.6,38,46.8,11.116487,64
3/24/2014 22:00,141289,48110,17.2,40.4,46.2,11.121075,64
3/24/2014 23:00,74385,25731,21.3,35.9,25.4,11.123529,64
3/25/2014 0:00,46940,15585,19.2,30.7,18.9,11.125016,64
3/25/2014 1:00,22587,8012,16.3,28.2,12.5,11.12578,64
3/25/2014 2:00,5034,1734,19.1,25.9,11.2,11.125945,64
3/25/2014 3:00,1030,373,12.5,28.8,8.4,11.125981,64
3/25/2014 4:00,3046,1046,19.6,23.8,7.5,11.126081,64
3/25/2014 5:00,18944,6942,14.5,26.5,8.6,11.126743,64
3/25/2014 6:00,50769,16641,15.8,31.8,19.8,11.12833,64
3/25/2014 7:00,38237,12030,18.6,22.1,12.7,11.129477,64
3/25/2014 8:00,54008,18664,19.8,28.8,24.1,11.131257,64
3/25/2014 9:00,118197,44174,16,38.4,41.6,11.13547,64
3/25/2014 10:00,148119,51180,23.9,33.2,47.5,11.14035,64
3/25/2014 11:00,178449,59613,26.8,42.6,54.7,11.146036,64
3/25/2014 12:00,166692,57180,25.5,40.4,51.2,11.151489,64
3/25/2014 13:00,191104,62616,22.6,39.4,60.6,11.15746,64
3/25/2014 14:00,165896,59073,25.3,37.2,54.2,11.163094,64
3/25/2014 15:00,179328,60335,25.8,43.8,56.2,11.168848,64
3/25/2014 16:00,144272,50090,20.8,35,49,11.173625,64
3/25/2014 17:00,197357,61771,23.6,42.6,55.6,11.179516,64
3/25/2014 18:00,148680,48549,21.9,39.7,47.1,11.184146,64
3/25/2014 19:00,141751,52182,24,39.4,46.8,11.189122,64
3/25/2014 20:00,137394,46208,21.1,30.4,41.7,11.193529,64
3/25/2014 21:00,125575,41843,24.4,39.5,43.7,11.197519,64
3/25/2014 22:00,147875,46648,22.3,34.3,43.5,11.201968,64
3/25/2014 23:00,85733,27802,16.1,33.5,32,11.204619,64
3/26/2014 0:00,41469,13828,19,29.3,18.3,11.205938,64
3/26/2014 1:00,23705,8355,19.6,31.4,15.3,11.206735,64
3/26/2014 2:00,4401,1534,14.3,26,9.9,11.206881,64
3/26/2014 3:00,577,174,14.3,23,8.3,11.206898,64
3/26/2014 4:00,5200,1688,18.9,24.5,10.5,11.207059,64
3/26/2014 5:00,16964,5693,14.9,27.5,12.3,11.207602,64
3/26/2014 6:00,44739,14307,15.7,20.8,19,11.208966,64
3/26/2014 7:00,60543,18677,17.3,30.7,19.6,11.210747,64
3/26/2014 8:00,74643,27894,17.4,36,28.3,11.213408,64
3/26/2014 9:00,132851,44409,20.8,37,43.9,11.217643,64
3/26/2014 10:00,185979,61707,27.2,42,52.5,11.223528,64
3/26/2014 11:00,201912,71935,33.3,43.7,64,11.230388,64
3/26/2014 12:00,186880,60935,28.2,46.5,56.3,11.236199,64
3/26/2014 13:00,148436,58103,26.4,38.6,56.8,11.24174,64
3/26/2014 14:00,129968,41671,23.3,43.6,39.3,11.245714,64
3/26/2014 15:00,132432,45208,25.2,42.5,40.5,11.250026,64
3/26/2014 16:00,152016,47829,15.9,39.3,42.5,11.254587,64
3/26/2014 17:00,164373,52763,24.7,36.3,51.6,11.259619,64
3/26/2014 18:00,148115,50259,21,37,47,11.264412,64
3/26/2014 19:00,142958,46852,22.9,41.3,46.8,11.26888,64
3/26/2014 20:00,161667,53749,28.5,36.2,45.3,11.274006,64
3/26/2014 21:00,193725,69898,27.2,44.3,63.4,11.280672,64
3/26/2014 22:00,143337,45385,23.7,38.4,45.2,11.285,64
3/26/2014 23:00,76507,23933,23.8,32.8,27.6,11.287282,64
3/27/2014 0:00,48846,15987,15.7,26.9,21.9,11.288807,64
3/27/2014 1:00,27202,8470,15.4,23.4,16.6,11.289615,64
3/27/2014 2:00,3998,1223,11.7,25.2,4.5,11.289732,64
3/27/2014 3:00,859,285,15.6,23.8,5.4,11.289759,64
3/27/2014 4:00,4522,1390,12.7,23.2,3.4,11.289891,64
3/27/2014 5:00,11512,4086,15.8,28.9,8.3,11.290281,64
3/27/2014 6:00,38907,12870,14.2,28.6,22.7,11.291508,64
3/27/2014 7:00,50807,16029,19.6,30.2,23.7,11.293037,64
3/27/2014 8:00,87440,28169,15.8,25.9,27.6,11.295723,64
3/27/2014 9:00,123687,38742,18.9,36.2,39.8,11.299418,64
3/27/2014 10:00,162195,48786,22.7,38,45.2,11.304071,64
3/27/2014 11:00,185781,55794,22.1,39.1,50.8,11.309392,64
3/27/2014 12:00,195046,64022,24.2,44.9,53.1,11.315497,64
3/27/2014 13:00,208798,71516,27.5,46.1,66.8,11.322317,64
3/27/2014 14:00,181863,55929,23.8,40.6,49.1,11.327651,64
3/27/2014 15:00,130997,43535,17.4,34,42.8,11.331803,64
3/27/2014 16:00,201218,65487,27.4,43,58.8,11.338048,64
3/27/2014 17:00,197710,64259,27.3,40.7,60,11.344176,64
3/27/2014 18:00,144279,48557,23.2,43.3,46,11.348807,64
3/27/2014 19:00,174478,55820,28.9,38.6,53,11.354131,64
3/27/2014 20:00,150583,50946,22.6,39,51.2,11.358989,64
3/27/2014 21:00,167075,55642,26.3,37.6,48.7,11.364296,64
3/27/2014 22:00,163007,54772,22.5,40.5,51.1,11.369519,64
3/27/2014 23:00,93728,29497,14.3,34.7,31.2,11.372332,64
3/28/2014 0:00,46846,15507,14.8,30.6,21.1,11.373811,64
3/28/2014 1:00,23741,7499,17,23.2,13.8,11.374526,64
3/28/2014 2:00,4271,1510,14.2,20.6,4.4,11.37467,64
3/28/2014 3:00,650,228,16.2,21.3,9,11.374692,64
3/28/2014 4:00,4906,1645,12.3,24.5,5.4,11.374849,64
3/28/2014 5:00,9029,3452,22.6,27.1,11.7,11.375178,64
3/28/2014 6:00,12949,4417,13.2,28.9,10.4,11.375599,64
3/28/2014 7:00,53310,18653,16.8,32,19.6,11.377378,64
3/28/2014 8:00,73186,24308,23.2,27.6,28,11.379696,64
3/28/2014 9:00,105907,36684,24.6,41.6,34.6,11.383195,64
3/28/2014 10:00,167713,55245,22.6,40.9,51.4,11.388463,64
3/28/2014 11:00,206186,70031,28,45.6,62.1,11.395142,64
3/28/2014 12:00,156665,54748,29.7,45.7,50.8,11.400363,64
3/28/2014 13:00,206711,65775,24,46.8,61.7,11.406636,64
3/28/2014 14:00,150768,44326,22.8,41.8,44.9,11.410863,64
3/28/2014 15:00,98758,34391,15.9,33.2,30.8,11.414143,64
3/28/2014 16:00,133192,37721,21.7,36.3,37.4,11.41774,64
3/28/2014 17:00,157490,49216,21.3,36.6,44.7,11.422434,64
3/28/2014 18:00,152517,50378,21,40,47.6,11.427239,64
3/28/2014 19:00,77674,29297,16.8,36.3,30,11.430033,64
3/28/2014 20:00,119611,42733,14.5,32.3,43.1,11.434108,64
3/28/2014 21:00,171454,54377,24.4,39.1,48.6,11.439294,64
3/28/2014 22:00,145994,45483,19.2,35.3,45.2,11.443631,64
3/28/2014 23:00,77465,26088,17.3,31.7,29.3,11.446119,64
3/29/2014 0:00,51535,17554,15.3,28.4,19.7,11.447793,64
3/29/2014 1:00,26122,8366,15.7,30.9,12.2,11.448591,64
3/29/2014 2:00,4045,1409,14.9,20.2,9.7,11.448725,64
3/29/2014 3:00,617,258,19.6,26.4,5.4,11.44875,64
3/29/2014 4:00,4290,1346,14.7,30.1,11,11.448878,64
3/29/2014 5:00,13891,4514,14,26.7,10.8,11.449309,64
3/29/2014 6:00,16058,5942,18.1,26.4,11.5,11.449876,64
3/29/2014 7:00,60669,20529,16.1,30.6,25.5,11.451833,64
3/29/2014 8:00,76996,23497,16.8,37.4,26.5,11.454074,64
3/29/2014 9:00,148832,43951,20.3,37.3,43.1,11.458266,64
3/29/2014 10:00,164210,58063,24.5,40.9,52.3,11.463803,64
3/29/2014 11:00,133193,44769,20.9,38.5,42.8,11.468073,64
3/29/2014 12:00,162910,59592,18.1,38.3,56.1,11.473756,64
3/29/2014 13:00,175495,51686,22,41.4,49.2,11.478685,64
3/29/2014 14:00,137124,44664,20.3,29,42.4,11.482944,64
3/29/2014 15:00,139124,42327,19.2,31.4,40.2,11.486981,64
3/29/2014 16:00,104842,35675,22.8,37.1,34.2,11.490383,64
3/29/2014 17:00,88796,28198,19.1,32.9,28.6,11.493072,64
3/29/2014 18:00,86736,31504,18.4,30.7,34.3,11.496077,64
3/29/2014 19:00,102226,32503,20.3,32.7,30.9,11.499177,64
3/29/2014 20:00,95550,32845,25.4,29.4,33.5,11.502309,64
3/29/2014 21:00,78399,25800,13.8,26.1,26.4,11.504769,64
3/29/2014 22:00,79505,26902,13.8,31.3,27.5,11.507335,64
3/29/2014 23:00,57697,20720,18.9,30.8,24.7,11.509311,64
3/30/2014 0:00,42588,16401,18.2,29.4,18.3,11.510875,64
3/30/2014 1:00,24840,8265,17.1,30.2,14,11.511663,64
3/30/2014 2:00,5336,1955,17,26.6,7.3,11.51185,64
3/30/2014 3:00,1228,424,12,24.3,8.3,11.51189,64
3/30/2014 4:00,350,109,15.2,29.2,7.9,11.511901,64
3/30/2014 5:00,9685,3130,13.8,21.1,6.9,11.512199,64
3/30/2014 6:00,13728,4688,15.7,24.3,12.7,11.512646,64
3/30/2014 7:00,44592,15810,17.7,29.7,20.7,11.514154,64
3/30/2014 8:00,58926,19446,20.5,33.3,19.1,11.516008,64
3/30/2014 9:00,72431,26884,21,30.4,28.4,11.518572,64
3/30/2014 10:00,111784,38953,19.9,33.4,40.6,11.522287,64
3/30/2014 11:00,118957,38727,22.9,31.2,35.6,11.52598,64
3/30/2014 12:00,140788,51823,22.8,43,47.3,11.530923,64
3/30/2014 13:00,160515,48356,21.9,37,48.2,11.535534,64
3/30/2014 14:00,104203,34054,21.5,33.3,37.2,11.538782,64
3/30/2014 15:00,197201,59800,26.5,44.3,55.1,11.544485,64
3/30/2014 16:00,150372,49667,23.6,37.8,43.8,11.549222,64
3/30/2014 17:00,174297,52107,21.3,44.3,50.3,11.554191,64
3/30/2014 18:00,148909,54566,21,39.1,49.5,11.559395,64
3/30/2014 19:00,146983,48324,25.3,37.7,46.8,11.564003,64
3/30/2014 20:00,181964,57314,23,39.2,57.3,11.569469,64
3/30/2014 21:00,102093,35482,18.3,26.1,35.8,11.572853,64
3/30/2014 22:00,86814,30078,17.2,32.9,31.5,11.575721,64
3/30/2014 23:00,73990,24485,14,32.5,24.7,11.578056,64
3/31/2014 0:00,55369,19162,14.8,28.4,20,11.579884,64
3/31/2014 1:00,24313,7991,13.7,25.1,13.7,11.580646,64
3/31/2014 2:00,3912,1329,13.8,23.2,9.8,11.580773,64
3/31/2014 3:00,1003,334,13.8,21.2,6.3,11.580805,64
3/31/2014 4:00,3059,1089,14.8,17.2,9.8,11.580908,64
3/31/2014 5:00,18859,6491,20.3,25.6,11.4,11.581527,64
3/31/2014 6:00,33658,10909,16.8,27.6,14.2,11.582568,64
3/31/2014 7:00,81350,26223,23.5,29.6,26.6,11.585069,64
3/31/2014 8:00,96191,35407,18.3,43,35.9,11.588445,64
3/31/2014 9:00,118068,35311,23.1,39.8,34.6,11.591813,64
3/31/2014 10:00,204762,69940,21.7,49,61.5,11.598483,64
3/31/2014 11:00,172525,61971,31.8,42.6,57.4,11.604393,64
3/31/2014 12:00,225296,78132,26.6,45.3,74.5,11.611844,64
3/31/2014 13:00,239945,75420,28.1,45.4,64.9,11.619037,64
3/31/2014 14:00,201108,74863,24.8,46,63.2,11.626176,64
3/31/2014 15:00,180448,61030,25.6,47.4,58.5,11.631997,64
3/31/2014 16:00,179943,62901,24.3,38.6,54.8,11.637995,64
3/31/2014 17:00,167868,63455,21,41.5,56.6,11.644047,64
3/31/2014 18:00,213407,75447,28.4,49,68.6,11.651242,64
3/31/2014 19:00,159756,54903,19.8,42,51.1,11.656478,64
3/31/2014 20:00,187896,59262,27.8,40.5,56.3,11.66213,64
3/31/2014 21:00,198674,67796,24.4,46.2,62.7,11.668595,64
3/31/2014 22:00,180856,54410,26.1,40.5,50.7,11.673784,64
3/31/2014 23:00,81880,30643,17.6,34.5,31.8,11.676706,64
4/1/2014 0:00,49469,17048,21.8,30.4,21.4,11.678332,64
4/1/2014 1:00,26525,8388,23.2,23.9,13.8,11.679132,64
4/1/2014 2:00,3537,1158,13.1,27.2,6.2,11.679243,64
4/1/2014 3:00,692,254,15.3,26.1,2.2,11.679267,64
4/1/2014 4:00,5362,1830,15.3,23.3,7.6,11.679441,64
4/1/2014 5:00,14419,5045,15.6,28.5,8.8,11.679922,64
4/1/2014 6:00,30554,11263,17.4,26.3,17.2,11.680997,64
4/1/2014 7:00,72903,25129,20.6,28.8,27,11.683393,64
4/1/2014 8:00,45646,14435,18.5,33,17.6,11.68477,64
4/1/2014 9:00,150113,52153,30.8,44.1,50.9,11.689743,64
4/1/2014 10:00,139682,51161,21.3,35.3,53.1,11.694622,64
4/1/2014 11:00,194650,60362,25.2,39.3,55.4,11.700379,64
4/1/2014 12:00,212669,67681,26.2,42.2,62.3,11.706834,64
4/1/2014 13:00,170601,62857,18,41.2,56.9,11.712828,64
4/1/2014 14:00,164378,56979,21.9,36.9,52.1,11.718262,64
4/1/2014 15:00,185515,61104,21.9,37.1,57.1,11.724089,64
4/1/2014 16:00,167377,58556,17.8,42.7,52.8,11.729674,64
4/1/2014 17:00,136153,44493,21.3,36.7,42.7,11.733917,64
4/1/2014 18:00,148186,52606,27.5,37.4,49,11.738934,64
4/1/2014 19:00,164349,57761,24,45.1,50.5,11.744442,64
4/1/2014 20:00,197404,58520,26.3,43.4,56.4,11.750023,64
4/1/2014 21:00,168744,53447,21.1,42.9,51.3,11.75512,64
4/1/2014 22:00,137074,49308,23.6,40.1,48,11.759823,64
4/1/2014 23:00,94551,31593,22.3,38.2,31.8,11.762836,64
4/2/2014 0:00,50958,15407,19.4,28.8,19.9,11.764305,64
4/2/2014 1:00,26137,8856,18.1,26.8,13.6,11.76515,64
4/2/2014 2:00,5192,1738,16.7,27.1,8.8,11.765315,64
4/2/2014 3:00,1088,369,15.9,29.6,11.9,11.76535,64
4/2/2014 4:00,3757,1377,12.4,22,7.9,11.765482,64
4/2/2014 5:00,16681,5912,11.8,28.3,8.7,11.766046,64
4/2/2014 6:00,54706,18646,19.4,34.5,22.3,11.767824,64
4/2/2014 7:00,72200,24192,21.4,33.2,26.7,11.770131,64
4/2/2014 8:00,99080,33968,27.6,34.5,37.1,11.77337,64
4/2/2014 9:00,188024,55799,21.9,37.8,52.6,11.778692,64
4/2/2014 10:00,136531,43514,25.7,43.9,38.1,11.782842,64
4/2/2014 11:00,193067,66735,26.1,42.9,61.5,11.789206,64
4/2/2014 12:00,188625,60941,28.1,36.5,58.7,11.795018,64
4/2/2014 13:00,158608,54893,18.6,32.4,52.6,11.800253,64
4/2/2014 14:00,149647,56544,21.9,36.9,56.1,11.805645,64
4/2/2014 15:00,196721,62258,24.8,44.6,58.5,11.811582,64
4/2/2014 16:00,132647,44169,19.3,34.7,44.5,11.815795,64
4/2/2014 17:00,151515,47793,26.6,36.1,45.3,11.820353,64
4/2/2014 18:00,144344,46784,26.7,40.8,41.5,11.824814,64
4/2/2014 19:00,159084,56143,24.9,37.3,51.5,11.830169,64
4/2/2014 20:00,174554,58062,21.3,33.4,54.2,11.835706,64
4/2/2014 21:00,184460,58556,20.5,43.8,56.3,11.84129,64
4/2/2014 22:00,156740,48558,25.3,36.7,45.7,11.845921,64
4/2/2014 23:00,67804,28432,20.4,33.2,30.7,11.848632,64
4/3/2014 0:00,49723,15481,15.8,30.9,18.2,11.850109,64
4/3/2014 1:00,22518,7983,17,28.9,11.5,11.85087,64
4/3/2014 2:00,5207,1950,15.3,26.4,9.9,11.851056,64
4/3/2014 3:00,836,324,14.9,23.3,10.5,11.851087,64
4/3/2014 4:00,3103,1058,18.6,27.3,7.9,11.851188,64
4/3/2014 5:00,15220,5083,13.8,23.9,10.4,11.851673,64
4/3/2014 6:00,33526,9868,15.8,18.6,13.8,11.852614,64
4/3/2014 7:00,55688,19110,17.5,28.6,22.4,11.854436,64
4/3/2014 8:00,113164,35510,15.9,31.8,37.2,11.857823,64
4/3/2014 9:00,142714,48120,23.9,35,42.6,11.862412,64
4/3/2014 10:00,177415,62745,21.7,42.8,59.7,11.868396,64
4/3/2014 11:00,198948,65281,25.1,39.5,63.1,11.874621,64
4/3/2014 12:00,262185,78655,21.2,48.8,74,11.882122,64
4/3/2014 13:00,166804,52365,22.1,41.6,48.5,11.887116,64
4/3/2014 14:00,179860,57896,22.9,41.7,54,11.892638,64
4/3/2014 15:00,145485,51232,20.3,36,46.9,11.897524,64
4/3/2014 16:00,148030,55357,31.2,40.6,51,11.902803,64
4/3/2014 17:00,183109,60735,23.7,39.8,57.2,11.908595,64
4/3/2014 18:00,149410,46067,24.8,41.7,43.5,11.912988,64
4/3/2014 19:00,156672,55074,23,41,52.5,11.918241,64
4/3/2014 20:00,190070,65098,27.2,43.8,58.9,11.924449,64
4/3/2014 21:00,150223,53953,23.2,38.3,52.4,11.929594,64
4/3/2014 22:00,140215,43609,16.9,34.7,48,11.933753,64
4/3/2014 23:00,71702,25570,19.2,38,32.7,11.936192,64
4/4/2014 0:00,44929,14195,9.2,28.1,15.6,11.937545,64
4/4/2014 1:00,21214,8075,12.2,28.9,8.3,11.938315,64
4/4/2014 2:00,4951,1788,17.6,27.5,11.8,11.938486,64
4/4/2014 3:00,899,321,13.9,27.7,11.5,11.938516,64
4/4/2014 4:00,5548,1943,13.6,24.3,9.6,11.938702,64
4/4/2014 5:00,10621,3307,19.1,20.1,8.6,11.939017,64
4/4/2014 6:00,18855,6592,14.5,22.9,12,11.939646,64
4/4/2014 7:00,69812,23951,16.8,30.4,28.1,11.94193,64
4/4/2014 8:00,71600,22422,18.7,32.3,24.3,11.944068,64
4/4/2014 9:00,128346,40547,15.4,33,36.1,11.947935,64
4/4/2014 10:00,136768,48223,26.8,40.7,45.9,11.952534,64
4/4/2014 11:00,165875,54752,21.6,36.1,48.1,11.957756,64
4/4/2014 12:00,188569,60326,29.6,46.3,52.5,11.963509,64
4/4/2014 13:00,189200,66940,28.6,45.8,57.8,11.969893,64
4/4/2014 14:00,166705,50375,20.4,39.8,45.7,11.974697,64
4/4/2014 15:00,130553,42356,28.7,42.4,36,11.978736,64
4/4/2014 16:00,105602,32548,24,30.8,30.7,11.98184,64
4/4/2014 17:00,115300,40052,20.6,38.4,40.5,11.98566,64
4/4/2014 18:00,126307,45647,24.6,34.5,46.6,11.990013,64
4/4/2014 19:00,198907,63472,30.2,43.6,58.6,11.996066,64
4/4/2014 20:00,148910,49137,21.9,39.6,48,12.000752,64
4/4/2014 21:00,198038,62759,23.7,41.3,58.4,12.006738,64
4/4/2014 22:00,120968,38344,21.4,33.1,42.9,12.010394,64
4/4/2014 23:00,61528,23784,24.1,34.7,28,12.012662,64
4/5/2014 0:00,46593,15064,11.8,26.9,22.1,12.014099,64
4/5/2014 1:00,20128,7209,9.5,25.9,14.6,12.014787,64
4/5/2014 2:00,5571,2031,11.6,25.9,8.5,12.01498,64
4/5/2014 3:00,1361,444,11.7,19.3,8.7,12.015023,64
4/5/2014 4:00,4965,1659,18.4,26.7,9.8,12.015181,64
4/5/2014 5:00,13387,4723,14.7,31.2,11.7,12.015631,64
4/5/2014 6:00,24577,8085,22.9,23.2,13.3,12.016402,64
4/5/2014 7:00,40300,12954,10.4,26,16,12.017638,64
4/5/2014 8:00,85426,31128,14.5,34.3,34.1,12.020606,64
4/5/2014 9:00,106784,37143,24.5,31.5,39.4,12.024149,64
4/5/2014 10:00,179253,51390,20.1,40.3,47.9,12.029049,64
4/5/2014 11:00,145674,45199,25.7,36.5,42.4,12.03336,64
4/5/2014 12:00,164161,57350,24.2,40.2,55.7,12.038829,64
4/5/2014 13:00,142470,44954,24.3,42.8,43.5,12.043116,64
4/5/2014 14:00,110910,35241,19.7,37.6,35.4,12.046477,64
4/5/2014 15:00,102509,30493,19.8,35,28.8,12.049385,64
4/5/2014 16:00,94697,29229,21.2,32.7,29.7,12.052173,64
4/5/2014 17:00,70346,26765,21.4,30,26.7,12.054725,64
4/5/2014 18:00,91164,30921,21.7,32,32.3,12.057674,64
